GO.ID	Term	Annotated	Significant	Expected	P_value
GO:0005253	monoatomic anion channel activity	74	1	0.52	1.00000
GO:0008395	steroid hydroxylase activity	51	1	0.36	1.00000
GO:0005254	chloride channel activity	71	1	0.49	1.00000
GO:0072341	modified amino acid binding	68	1	0.47	1.00000
GO:0015185	gamma-aminobutyric acid transmembrane transporter activity	21	1	0.15	1.00000
GO:0034185	apolipoprotein binding	24	3	0.17	1.00000
GO:0032934	sterol binding	30	3	0.21	1.00000
GO:0046906	tetrapyrrole binding	230	2	1.6	1.00000
GO:0097159	organic cyclic compound binding	8328	38	58	1.00000
GO:0098599	palmitoyl hydrolase activity	4	1	0.03	1.00000
GO:0005283	amino acid:sodium symporter activity	25	1	0.17	1.00000
GO:0015171	amino acid transmembrane transporter activity	72	1	0.5	1.00000
GO:0016701	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen	51	2	0.36	1.00000
GO:0016623	oxidoreductase activity, acting on the aldehyde or oxo group of donors, oxygen as acceptor	2	1	0.01	1.00000
GO:0016702	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	50	2	0.35	1.00000
GO:0003674	molecular_function	19098	133	133	1.00000
GO:0008028	monocarboxylic acid transmembrane transporter activity	41	1	0.29	1.00000
GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	298	2	2.08	1.00000
GO:0036094	small molecule binding	3588	36	24.99	1.00000
GO:0005198	structural molecule activity	453	2	3.15	1.00000
GO:0003676	nucleic acid binding	5528	3	38.5	1.00000
GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	219	5	1.53	1.00000
GO:0099094	ligand-gated monoatomic cation channel activity	96	1	0.67	1.00000
GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	189	1	1.32	1.00000
GO:1901265	nucleoside phosphate binding	3189	32	22.21	1.00000
GO:0051213	dioxygenase activity	159	2	1.11	1.00000
GO:0008047	enzyme activator activity	393	2	2.74	1.00000
GO:0016645	oxidoreductase activity, acting on the CH-NH group of donors	49	1	0.34	1.00000
GO:0015116	sulfate transmembrane transporter activity	5	1	0.03	1.00000
GO:0016647	oxidoreductase activity, acting on the CH-NH group of donors, oxygen as acceptor	15	1	0.1	1.00000
GO:0001882	nucleoside binding	2617	27	18.22	1.00000
GO:0001883	purine nucleoside binding	2609	27	18.17	1.00000
GO:0048029	monosaccharide binding	77	1	0.54	1.00000
GO:0031406	carboxylic acid binding	203	1	1.41	1.00000
GO:0000149	SNARE binding	34	3	0.24	1.00000
GO:0015929	hexosaminidase activity	32	2	0.22	1.00000
GO:0005216	monoatomic ion channel activity	658	2	4.58	1.00000
GO:0016634	oxidoreductase activity, acting on the CH-CH group of donors, oxygen as acceptor	10	1	0.07	1.00000
GO:0015144	carbohydrate transmembrane transporter activity	29	3	0.2	1.00000
GO:0015081	sodium ion transmembrane transporter activity	174	1	1.21	1.00000
GO:0015145	monosaccharide transmembrane transporter activity	15	3	0.1	1.00000
GO:0015149	hexose transmembrane transporter activity	11	3	0.08	1.00000
GO:0052689	carboxylic ester hydrolase activity	116	8	0.81	1.00000
GO:0016899	oxidoreductase activity, acting on the CH-OH group of donors, oxygen as acceptor	9	1	0.06	1.00000
GO:1901681	sulfur compound binding	187	1	1.3	1.00000
GO:0048019	receptor antagonist activity	4	1	0.03	1.00000
GO:1901682	sulfur compound transmembrane transporter activity	17	1	0.12	1.00000
GO:0061783	peptidoglycan muralytic activity	6	1	0.04	1.00000
GO:0043167	ion binding	8634	68	60.13	1.00000
GO:0043169	cation binding	6092	33	42.43	1.00000
GO:0015075	monoatomic ion transmembrane transporter activity	990	13	6.89	1.00000
GO:0015399	primary active transmembrane transporter activity	133	6	0.93	1.00000
GO:0005230	extracellular ligand-gated monoatomic ion channel activity	148	1	1.03	1.00000
GO:0022890	inorganic cation transmembrane transporter activity	641	7	4.46	1.00000
GO:0005231	excitatory extracellular ligand-gated monoatomic ion channel activity	105	1	0.73	1.00000
GO:0008374	O-acyltransferase activity	46	1	0.32	1.00000
GO:0042578	phosphoric ester hydrolase activity	342	1	2.38	1.00000
GO:0005496	steroid binding	39	3	0.27	1.00000
GO:0061778	intracellular chloride channel activity	11	1	0.08	1.00000
GO:0016462	pyrophosphatase activity	1162	20	8.09	1.00000
GO:0016209	antioxidant activity	74	1	0.52	1.00000
GO:1901702	salt transmembrane transporter activity	645	4	4.49	1.00000
GO:0017171	serine hydrolase activity	273	4	1.9	1.00000
GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	154	6	1.07	1.00000
GO:0046592	polyamine oxidase activity	11	1	0.08	1.00000
GO:0140657	ATP-dependent activity	860	9	5.99	1.00000
GO:0019966	interleukin-1 binding	3	1	0.02	1.00000
GO:0004497	monooxygenase activity	182	2	1.27	1.00000
GO:0005126	cytokine receptor binding	66	2	0.46	1.00000
GO:0043177	organic acid binding	203	1	1.41	1.00000
GO:0015108	chloride transmembrane transporter activity	95	2	0.66	1.00000
GO:0043178	alcohol binding	59	3	0.41	1.00000
GO:0051119	sugar transmembrane transporter activity	29	3	0.2	1.00000
GO:0038187	pattern recognition receptor activity	14	1	0.1	1.00000
GO:0035381	ATP-gated ion channel activity	5	1	0.03	1.00000
GO:0004175	endopeptidase activity	1026	10	7.15	1.00000
GO:0019955	cytokine binding	46	1	0.32	1.00000
